PaCMAP_X,PaCMAP_Y
9.168473,5.097709
8.546434,2.729378
5.9375196,4.01279
7.9718776,4.542168
4.351634,2.4796553
-2.596367,4.0121775
-9.65524,-5.107032
-2.9024894,-5.4648223
-5.596773,-6.1374226
-0.7918994,4.1443877
-6.683946,-5.005093
-0.97637594,2.7255878
0.21829525,-4.4154816
-0.9095973,-4.9261904
-0.24435808,-4.68272
3.5797844,1.0224917
4.909897,0.2746706
2.6093385,2.6886666
3.3277395,1.0210506
5.6249056,0.110743605
-4.4525785,-3.352639
-2.9834924,-3.4196193
0.25435346,-3.6480188
4.5246954,-1.5798059
4.5031023,-1.2866981
-0.3458113,-2.7208045
-0.026826456,-2.0130615
0.4637433,-2.7906592
1.090732,-2.6537645
-0.29360822,-3.881728
-0.6107171,-3.7481515
3.9889345,1.2650595
7.5392265,2.678026
9.516853,3.0478997
8.890278,2.464928
2.0752614,-0.56374675
8.237908,4.269422
9.624045,4.466095
8.979539,4.4200535
5.350784,2.7826703
9.891162,3.8375192
-0.14535083,1.1485544
1.7370803,-0.5633102
2.0562396,-1.1016871
5.075733,-0.3548674
2.5146096,0.58214664
0.6464211,1.1862811
3.8169503,1.0574579
1.3019162,1.3905402
4.097294,2.480526
0.48584318,1.8558303
-0.07391628,1.1712896
4.060745,0.14524616
3.8517244,1.568126
-0.16383365,1.3914646
-2.5702379,-1.2547516
6.656605,4.0637007
7.8225155,2.8917062
6.4957905,4.2086673
9.027291,3.9865496
4.8156824,0.09160433
6.6770086,0.13784802
-3.31166,2.7948415
0.29501727,1.3544317
5.7417955,-2.4669862
3.1305966,-3.042737
5.4032035,0.043632366
5.7174797,0.3352968
3.5148253,-3.4069536
0.7308204,-3.3991685
3.6277387,-3.0233245
3.395676,-5.444895
3.8221042,0.28742346
0.09076009,-0.8551755
3.7851858,1.7953646
7.8015485,1.9929701
-0.07605835,-0.3066865
1.1938194,0.697069
7.647444,2.4287624
7.1556463,-2.3094497
-0.08560132,2.6447678
6.8834963,4.414074
9.471034,1.7743229
6.863655,3.8950932
6.9171443,3.8002477
10.323088,4.5277467
9.198602,1.4017569
9.569621,-0.18744409
-6.548678,1.8770627
2.3156018,0.660113
4.56692,1.7262796
9.156601,5.9853396
6.446654,4.557497
7.2897825,1.0870285
10.005801,-0.4406789
7.954519,-1.7506584
-2.173792,-3.2411356
-1.3048899,2.1209319
7.477539,-2.212587
6.6545744,-4.3805833
7.066325,-3.3391254
2.4795704,-5.113277
0.1864775,-5.6147017
-1.1628419,-5.431534
6.4804173,-4.0144897
5.574414,-2.3987014
4.9200583,-5.2331977
3.7407098,-5.469518
4.18651,-4.2939625
6.264571,-3.209686
2.2986233,-7.5436883
-5.232476,-7.081427
-4.4913173,-5.701502
-7.5508223,-5.2502317
-1.1173183,5.4911633
1.4329647,7.284837
0.7936491,8.12541
-4.7351155,9.224506
-4.1180964,8.918946
-3.7739444,8.205214
-6.1528387,3.0736337
-7.2253637,1.8644555
-4.641619,3.3928595
1.3446212,6.69206
-5.1104336,4.1480913
-4.683533,8.325512
-5.0575633,8.780962
-5.833948,5.271368
-7.7189426,0.93299043
-9.685331,-4.191315
-11.722472,-4.0131006
-10.554707,-4.04214
-11.231911,-4.3022842
-12.1732435,-4.874126
-11.001625,-3.3511574
-10.48046,-3.3212569
-11.2129345,-3.1597695
-8.922058,-3.1918535
-9.601488,-3.9694228
-9.904079,-3.9462545
-10.676859,-3.2182286
-9.596997,-3.8747075
-9.840323,-3.7089357
-10.92254,-3.2876768
-8.914951,-3.1406906
-9.1117735,-3.3598006
-9.468393,-3.462499
-9.955191,-3.2450354
-9.942605,-4.0442724
-7.582553,-3.8934166
-8.588233,-4.13441
-7.680323,-4.0093174
-8.801619,-4.237155
-8.121637,-4.467123
-9.43499,-4.605804
-4.371781,7.109819
-6.8124943,-5.520961
-7.6829963,-4.0164313
-7.933104,-4.2764573
-8.050436,-4.0399795
-0.73567235,-3.1766083
6.116098,-2.1977623
4.0376163,-0.7733988
3.2291687,-0.54782933
1.9435436,-1.2310213
-1.8682159,-6.5687547
0.058202952,-7.929455
-1.9995594,-7.079267
-1.159557,-7.4052386
6.27293,-6.2148123
6.5158215,-6.163297
-6.230248,-7.3372207
-7.9350348,-6.293134
0.82976925,-5.759043
-4.0478,-7.385914
-6.556096,-7.2412887
-3.5776148,-8.539424
-3.6351087,-7.7495713
-4.8762965,-7.7866545
-4.680177,-7.991671
-4.9394865,-8.395941
-0.34132525,-9.455918
-4.9600368,-8.154468
-6.3719616,-7.5800138
-4.4396706,-4.56521
-5.811714,-7.381235
-8.819221,-6.2276497
-11.0036,-2.9122708
-12.237069,-3.9160008
-12.281662,-3.668646
-12.373072,-3.9379387
-11.528828,-2.3671832
-11.201841,-1.8301307
-11.355358,-2.5085971
-11.642058,-3.399733
-12.361077,-4.0411034
-12.020488,-4.289518
-12.46034,-3.9573793
-12.470395,-4.1848526
-9.068959,-5.042461
-9.351929,-5.2497635
-11.442573,-4.8224216
-12.274413,-4.7170672
-12.512189,-4.5172577
-12.522552,-4.928158
-12.207132,-4.886325
-11.7113,-2.1715927
-11.974008,-2.6468496
-9.946143,-2.1420302
-12.3071575,-4.2766323
-12.128605,-3.7761827
-9.948052,-3.6008494
-11.877017,-2.6846104
-11.734192,-4.2435565
-11.718221,-4.0736256
-12.345047,-4.3923764
-12.295666,-4.4092245
-11.222886,-3.8588204
-12.094216,-3.3964245
-12.366051,-4.1000814
-11.885702,-3.7783737
-10.626081,-4.120712
-9.183508,-3.3071756
-11.017259,-4.3304176
-10.630688,-4.0212693
-9.225199,-2.795113
-8.036271,-3.9623473
-9.894416,-3.571092
-10.081482,-4.3429036
-8.7619705,-4.230106
-8.887921,-2.909536
-6.112097,-1.0182419
-12.327967,-3.639419
-12.207707,-3.4420671
-12.2981,-3.8623667
-11.95573,-2.645905
-11.954723,-2.8145676
-12.340198,-3.8764038
-11.911909,-4.2028413
-12.317977,-4.1381016
-12.585146,-5.1303253
-12.16767,-4.6546
-12.369956,-5.139549
-12.563297,-5.0861106
-12.188121,-4.781459
-10.335743,-5.871837
-12.01639,-4.513791
-12.23023,-4.860985
-12.346103,-4.8335915
-12.100081,-5.0696173
-12.261089,-4.7981906
-11.567685,-4.93273
-11.4382305,-4.8360786
-10.915157,-5.539092
-11.415865,-4.64795
-10.450851,-4.479979
-8.459801,-4.083556
-8.975888,-4.226448
-5.2044625,9.532698
-12.15373,-4.516629
-12.219877,-4.3023925
-12.521439,-4.865089
-12.541057,-5.0107236
-12.206333,-4.6824193
-12.546785,-4.935641
-12.592955,-4.938396
-12.411568,-4.9570155
-12.493448,-4.9124017
-12.4572735,-4.986271
-12.603712,-4.568593
-12.466921,-4.890073
-12.451925,-4.642073
-12.577914,-5.128014
-12.113708,-3.2204192
-9.836447,-4.166853
-9.561968,-3.9086804
-3.5983846,6.7228694
-2.9380367,8.704884
1.6406934,5.0170717
-0.20052555,6.582855
1.3106713,4.1173205
-0.95387775,5.0075173
-1.4510171,5.632624
-1.6430591,10.082705
-0.62933177,9.73771
-0.6333582,9.954719
-3.8501344,10.333981
-3.6263444,10.442859
-1.372859,10.263241
-4.0321903,10.766213
-2.640012,10.865607
-1.8413916,6.8724856
1.0935403,9.098594
2.5871067,8.962086
2.5486991,9.128396
0.22520597,10.337304
4.2225995,7.363906
5.2556877,6.159751
9.951375,0.19606654
4.917404,-3.170464
4.535485,1.5254748
2.3257792,-1.642397
1.1975487,-2.7688155
5.9900637,-2.5191977
1.4704534,-1.3620756
3.8923016,-3.9714007
3.6075146,-3.8122349
7.3877425,-4.755697
8.285318,-4.4899955
1.9433377,-7.1757016
1.7134751,-2.7505198
-1.1277559,-3.4807575
4.0973086,-6.7279987
2.279144,-3.4272668
5.3783107,-0.5231159
10.082708,-1.8138223
4.5045357,-6.001748
9.340892,-3.910294
9.646085,-3.7994666
5.54617,-0.95003444
0.41293505,-5.084021
-0.92583406,4.335682
-1.187595,4.9420547
-4.6796536,-5.424415
-4.0471444,-5.8201127
-3.7515793,-4.171469
7.25884,-0.35854355
2.9444818,-5.1871986
-4.311566,-4.2459965
3.4071598,-1.7454884
0.8121947,-6.458295
-4.490791,-7.178121
-5.144222,-7.0960846
-5.543888,-6.9791164
-3.6340628,-6.192406
-2.87756,-5.0538816
1.1172943,-4.5179057
-2.4782147,-2.0828586
1.0187682,-2.2940028
-3.534177,-4.704486
-3.5798419,-4.7327776
1.6132404,4.138571
-5.204714,0.97607315
-9.557203,-1.0582014
-10.544015,-0.9451404
-10.47014,-1.0384811
-7.1310086,-3.5020158
-11.58996,-2.7017496
-8.964856,-2.7619188
-10.348678,-1.029172
-10.104105,-2.5357969
-10.692748,-1.9695015
-7.3298984,2.2628438
-2.9438176,2.064127
0.531335,1.3802968
3.7558248,0.9382835
0.6458394,0.8529155
0.31210494,0.4364027
-1.5474073,-1.5107368
-1.8992698,-2.1800246
-1.1251384,-2.934671
5.452632,-6.1378765
4.754997,-6.892665
4.832649,-6.82838
2.9665697,-6.8699427
6.0878778,-4.682399
1.1708944,-1.2440476
2.0003717,-1.2160085
3.4657905,-0.955562
5.5145526,-0.2148244
6.759528,-1.3372757
9.443424,3.0299237
9.28041,1.7009448
3.5295,0.49520057
9.712969,-2.6179326
10.602826,-2.7624598
0.03660841,-1.4118264
6.6040287,4.832302
8.141463,4.743705
-6.966236,3.0928266
-3.87431,5.6497293
6.094809,3.7714453
0.8582082,2.932787
-2.9002478,4.627014
-6.0874186,4.0112567
-5.7812304,4.0470977
4.0651674,3.8596766
-3.6129203,3.9680676
6.1586127,4.8120623
-2.841542,5.555045
0.5487694,4.688512
3.6411052,4.1089563
-3.5180342,4.7534943
-4.6441507,3.1754494
0.6083024,3.3375669
0.1859392,2.9736648
5.735605,3.9205813
0.71390474,3.1007116
6.120555,4.887731
6.561164,3.8758385
0.9586706,3.905347
-3.1035414,3.5748265
6.343016,3.6658745
1.8103993,3.9910676
2.0828989,2.97476
8.663232,4.8328285
0.27317154,3.5634139
-3.9855223,4.8751273
-3.6485755,5.0100536
-0.1571401,3.3168705
6.4137917,3.7440012
6.9179406,5.1074414
6.1664586,4.8757467
-10.954026,-3.4218667
-4.701717,3.817184
2.0840497,3.048558
6.1707425,3.7442863
-1.8179879,2.3256097
-2.1141684,0.99818885
-1.4711883,2.1352534
-7.2762995,-3.791102
-2.926289,4.0156684
-3.466188,4.3511043
1.1960466,3.1214623
5.6972384,4.552569
-1.3787631,2.6613786
0.15426081,2.749679
0.62749773,2.5835278
-1.7669066,0.6360021
1.0355754,1.2252424
0.4384708,0.65345734
0.29647046,0.69986945
0.111489065,0.6149895
-0.60802275,0.26569468
0.10125005,0.98375607
-0.1446625,0.98098
-1.0154616,2.343216
6.0537987,2.9009876
7.6244874,4.2525334
-1.3777397,2.7304165
-1.9777888,0.013810335
5.7920437,2.890876
7.2390394,5.320419
