PaCMAP_X,PaCMAP_Y,Label
-1.5148872,-9.5501175,0
-1.6454899,-9.46497,0
-1.4512812,-9.493962,0
-3.5290203,-8.939181,0
-2.6962798,-8.9328165,0
-5.435003,-8.27357,0
-2.8564012,-8.926413,0
-5.852293,-7.2842517,0
-8.10036,-6.6235814,0
-8.397567,-6.6969404,0
-8.128473,-5.304633,0
-7.382518,-5.53716,0
-6.7020583,-5.519818,0
-8.554822,-5.704066,0
-6.875306,-6.7244024,0
-8.026134,-6.443223,0
-6.2770405,-6.109194,0
-5.839849,-5.8398366,0
-6.3459444,-5.8606987,0
-7.8931217,-6.098941,0
-3.7828882,-7.5104227,0
-4.42111,-7.70584,0
-4.010876,-7.9892173,0
-6.2627034,-7.47695,0
-5.3643923,-7.728547,0
-6.193815,-7.3157973,0
-4.9520864,-8.082326,0
-3.3452528,-8.259537,0
-5.1281853,-7.518218,0
-4.242767,-3.9618235,0
-5.046603,-7.725303,0
-3.780483,-8.052483,0
-6.9973536,-7.303481,0
-7.750343,-6.985065,0
-6.8324294,-7.38139,0
-3.9571292,-7.527098,0
-4.8827343,-6.9507504,0
0.28786996,2.4843829,1
3.9733465,-1.5944172,0
2.0458739,-3.3371885,0
6.628457,-0.5076928,3
8.5733595,0.5544903,3
7.8280005,2.7096615,3
8.7314005,3.5445013,3
9.418348,2.2240849,3
10.704767,2.7392664,3
9.242797,4.371697,3
7.183519,0.05766119,3
7.9567804,2.534477,3
9.381897,3.9251087,3
9.50268,3.4522257,3
6.526159,0.45857158,3
8.382285,4.030817,3
8.493453,4.3185654,3
10.332202,3.8326488,3
9.554578,4.128913,3
8.849915,3.9056067,3
8.628495,4.135911,3
-5.149448,-0.519153,0
10.615463,3.8858168,3
8.689444,4.158578,3
10.142888,4.3433857,3
10.339757,4.7119255,3
11.073101,3.8618271,3
10.688741,4.1494246,3
10.961537,3.541928,3
10.81945,3.6604486,3
10.9644375,3.840451,3
10.944855,3.919677,3
10.958382,3.984315,3
10.60277,4.2603827,3
10.365011,4.7956142,3
10.539933,2.1960626,3
8.87386,1.616847,3
10.011565,3.7038503,3
9.443863,3.7547414,3
9.616666,3.8812747,3
10.242813,3.8604019,3
9.847099,3.876506,3
-5.396752,-0.65831876,4
-6.6038465,-2.627784,0
-5.398066,-1.7876971,0
-6.0258756,-2.29556,0
-5.642216,-2.226106,0
-5.635347,-2.387204,0
-6.642294,-2.6586397,0
-7.3321056,-3.259561,0
-5.5305977,-2.0389915,0
-5.765855,-2.2207956,0
-5.2722135,-1.9531889,0
-5.5470457,-2.019075,0
-5.7979994,-2.2269356,0
-5.6362915,-2.1078596,0
-5.876036,-2.3454952,0
-6.931452,-3.1148672,0
-7.334767,-3.338831,0
-8.372844,-3.5340667,2
-7.2940836,-3.2092044,0
-6.60283,-2.4554615,0
-9.134727,-2.5838583,2
-9.652778,-2.4928656,2
-10.2998705,-2.5864334,2
-9.238528,-2.0308812,2
-9.351114,-2.285449,2
-8.798314,-1.6473658,2
-8.861201,-2.7708108,2
-9.475289,-3.0648,2
-9.517607,-3.6155665,2
-6.8686132,-2.0102565,0
-8.5033865,-2.7940571,2
-5.878916,-2.1067438,0
-5.9651613,4.0726213,1
-9.024772,-3.211284,2
-8.644767,-3.1417038,2
-9.657495,-3.471771,2
-9.285226,-1.6768582,2
-7.4358087,-0.3939471,4
-6.783557,-0.24531631,4
-8.302962,-0.70958704,4
-6.901451,-0.19534399,4
-6.9567075,-0.25012833,4
-6.8064094,-0.23615901,4
-7.9821978,0.3328046,4
-5.859548,-0.25819895,4
-7.1418185,-0.1423287,4
-8.803095,-2.1505451,2
-8.109502,-1.9999514,2
-6.7524242,-0.63338774,4
-7.068303,-0.70390725,4
8.354122,4.3465214,3
-6.0655336,-0.27729318,4
-8.683397,-2.623365,2
-7.9531627,-3.814796,2
-8.436914,-3.3300972,2
-6.4806614,-1.5500963,0
-8.04939,-3.185184,2
-8.386561,-3.3542724,2
-5.6688113,-0.4304341,4
-6.6409626,-1.4158527,0
-6.2939806,-0.9189723,4
-6.9189625,-1.374024,4
-8.491565,-2.6217628,2
4.1810374,2.1442132,3
-1.9900371,4.57396,1
-3.085245,7.5493755,1
-2.828118,7.809128,1
-0.70742583,9.092739,1
0.4032708,7.9189086,1
-2.3398387,9.743993,1
-2.0514772,9.469657,1
-2.1865902,9.89525,1
-3.4243426,9.921557,1
-2.6305592,10.022143,1
-1.7516283,7.8641124,1
3.4378498,4.888614,1
8.757413,2.9224505,3
6.8084087,3.6356509,3
8.4330635,0.75551444,3
5.514467,-3.425946,0
2.146594,3.0120854,1
2.02539,3.3972144,1
3.8865466,3.689037,3
4.722227,3.0869172,3
4.775477,2.8692293,3
0.6765707,5.4849796,1
1.7201086,4.1763988,1
1.1533618,5.763648,1
0.62240124,5.3875265,1
0.11198968,4.9057803,1
1.8527243,3.7692237,1
1.2720671,4.1229467,1
-2.6667333,6.9418755,1
-2.7761652,6.5481477,1
-2.6085992,6.5977,1
-2.2295604,6.2808604,1
-0.122037865,5.3114653,1
-3.6633413,7.318647,1
-2.2254415,10.861084,1
-3.5449376,8.327882,1
-0.18422438,5.672468,1
-0.09211835,3.4946861,1
-3.7743776,3.3184988,1
-3.4614217,2.197113,1
-5.1515565,5.1864486,1
-9.017369,-3.1422355,2
-10.189953,-4.0410647,2
-9.936258,-4.039499,2
-11.812702,-3.9695022,2
-11.370449,-3.9327085,2
-11.887256,-4.3575153,2
-10.415554,-3.654955,2
-11.1674185,-4.0022593,2
-10.76745,-4.1884055,2
-11.291882,-4.3327026,2
-10.164384,-3.681601,2
-9.066096,-3.3455484,2
-8.94576,-3.534817,2
-8.981735,-3.0951517,2
-9.30469,-3.267499,2
-10.119919,-3.9006329,2
-10.037634,-3.7926028,2
-9.377679,-3.2971532,2
-9.16245,-3.35857,2
-8.616073,-2.4950542,2
-9.20769,-3.1544023,2
-8.927552,-2.7673383,2
-8.849678,-2.712774,2
-8.902604,-2.688184,2
-9.174536,-3.1129527,2
-11.631413,-4.083341,2
-11.499474,-4.0994425,2
-12.095214,-4.4826455,2
-11.440376,-3.614653,2
-12.2505245,-3.9696388,2
-10.34272,-3.6785624,2
-11.794873,-3.832868,2
-12.149098,-4.276726,2
-12.137831,-3.571208,2
-12.093146,-3.5745277,2
-12.341658,-4.0956964,2
-3.3086572,3.0845149,1
-3.8003316,3.0600128,1
-1.961676,2.1809387,1
-2.4742677,2.291805,1
-2.62196,2.5964339,1
-4.9908943,4.596742,1
-5.378565,4.5249023,1
-5.0983334,4.9773088,1
-5.4012065,4.435197,1
-5.6151023,4.8051434,1
-5.770356,4.501452,1
-5.7841125,4.428027,1
-5.8380055,4.2646327,1
-5.82962,4.3285184,1
-5.869707,4.571251,1
-6.144996,5.0416813,1
-10.454862,-2.37662,2
-10.931769,-2.2536876,2
-9.660107,-2.1351488,2
-9.634947,-1.7604809,2
-9.6746025,-1.6244226,2
-10.454571,-2.4739196,2
-10.8454485,-3.1946163,2
-9.866797,-1.8954295,2
-10.696052,-2.495721,2
-11.109339,-2.492751,2
-11.354489,-3.0136945,2
-10.688957,-3.0549352,2
-11.587495,-3.0595903,2
-11.745437,-2.760645,2
-12.354014,-4.435192,2
-12.33389,-4.4253902,2
-11.982097,-4.681622,2
-11.664791,-4.331052,2
-11.510568,-4.645626,2
-10.2993145,-3.8434691,2
-11.056987,-4.2968493,2
-11.51663,-4.471183,2
-10.981169,-4.088243,2
-11.369775,-4.3153343,2
-10.985618,-3.3583207,2
-11.467927,-3.4742017,2
-11.428264,-4.485202,2
-11.674334,-4.2973776,2
-9.805038,-3.1906948,2
-12.074594,-4.6735306,2
-11.77544,-4.5595484,2
-11.681435,-4.674247,2
-9.611183,-4.23648,2
-10.380371,-4.8898463,2
-11.104872,-4.798575,2
-11.922634,-4.7854576,2
-11.38354,-4.7332425,2
-11.920838,-4.665005,2
-11.854482,-4.3687105,2
-11.917494,-4.5005403,2
-11.724836,-4.64647,2
-11.738133,-4.6512194,2
-11.209298,-4.84498,2
-10.634315,-4.387541,2
-10.81089,-4.441993,2
-11.400672,-4.365102,2
-11.285791,-3.8159783,2
-11.79076,-4.065683,2
-11.661454,-4.0698385,2
-11.953703,-3.5517633,2
-11.861034,-3.690249,2
-9.667153,-2.3109076,2
-11.949358,-4.0769634,2
-11.999983,-4.2009015,2
-10.003466,-3.9426198,2
-11.280837,-4.32249,2
-11.182528,-4.4183264,2
-11.406698,-4.119459,2
-11.328695,-4.020624,2
-2.3980954,5.009856,1
-1.0995343,4.5322495,1
-3.2497458,4.7714286,1
-7.020349,-1.027792,4
-5.0898,0.8323576,4
5.179779,-1.4355137,0
3.2476876,-4.397636,0
2.6746979,-5.6233263,0
3.285334,-4.3230305,0
5.335382,-0.28102022,3
5.6364985,-0.7586907,0
4.8222804,-0.07277527,3
1.6422813,-0.0026008906,1
1.0856507,0.27248088,1
0.42769673,0.7118729,1
-0.43962845,0.3718492,1
2.9244785,-2.5711563,0
0.9547854,-1.1468991,0
-3.4760327,-2.51936,0
3.1869268,-1.8155932,0
4.474444,1.7617054,3
5.9404325,-0.7564147,0
3.60947,-1.0113511,0
8.718463,-3.3789504,0
7.907195,-1.6704437,0
8.667243,-3.387267,0
3.2788684,-1.7495365,0
4.106485,-1.1326497,0
3.6621003,-0.82046694,0
2.449769,-0.85648185,0
-0.42429194,-0.86192405,1
-1.1308858,-0.9466587,1
3.6865609,-0.670275,0
4.666782,-2.499924,0
1.5953785,-1.12547,0
0.797483,-1.281857,0
7.7237124,-4.3404636,0
6.7422857,-4.172475,0
1.7932985,-2.5431814,0
6.6998353,-4.731272,0
3.0273297,-3.4268408,0
-0.0923182,-2.3464854,0
4.9509854,-2.0222914,0
7.219192,-3.469359,0
5.724231,-1.7810374,0
7.4479275,-0.8963796,0
6.0269527,-3.3275893,0
1.4313356,-2.271979,0
7.391336,-5.1842074,0
3.7252464,-6.0651484,0
2.9264996,-6.026018,0
7.796286,-4.780978,0
7.1308255,-3.5112123,0
5.985012,-3.002438,0
8.340906,-3.6995146,0
2.0509236,-3.6690488,0
-0.60574627,-3.0496356,0
-1.8582922,-3.4802058,0
0.8592662,-3.5748093,0
-2.0582924,-1.3747966,0
0.49530843,-0.13421232,1
6.768254,0.32686138,3
7.9986978,-2.0789018,0
1.1641346,-1.5251092,0
-0.54472524,-1.3733566,0
0.41461825,-1.0419744,0
1.3758836,0.35193104,1
-1.7435973,-0.86764276,0
-3.5904434,-2.0149648,0
2.250189,0.28900278,1
-2.1252084,5.4200397,1
-2.9732382,4.7533836,1
-3.0155034,8.122117,1
-1.761075,5.7866144,1
-0.83419496,6.2907257,1
-2.4884214,5.9343286,1
-0.061764315,6.676145,1
0.54925776,6.988435,1
-0.4176438,7.208651,1
-2.213968,6.7259455,1
0.14095743,8.054448,1
-0.015964903,8.258845,1
1.7998163,7.8456664,1
2.3321455,7.3201804,1
3.0107288,7.62832,1
1.1495357,9.529291,1
-1.3964984,10.839968,1
-2.1798413,10.068705,1
0.97796106,7.953453,1
-0.3523658,10.392528,1
-2.9356663,10.829429,1
0.06841618,10.452572,1
1.8752103,9.600468,1
2.6793356,8.737533,1
1.8185872,9.362213,1
1.4025158,9.81018,1
3.0195372,8.230646,1
2.5543635,8.316246,1
3.847841,6.962088,1
0.6802408,9.474936,1
0.1987096,8.247352,1
0.69227076,7.9543467,1
-0.68579346,10.527304,1
-1.3588362,10.901702,1
-2.3625393,10.097977,1
-1.8697914,10.931659,1
-2.164608,9.950077,1
-3.4420588,11.144558,1
-3.6119921,10.941796,1
-1.8630424,11.019794,1
0.43832454,10.336829,1
-1.3120526,10.87357,1
2.1363933,9.514649,1
-2.058432,10.884097,1
-0.007313535,10.692645,1
-0.6258771,10.749615,1
0.7725952,10.315145,1
1.3737537,10.184919,1
0.55533373,10.42733,1
1.2564503,10.234173,1
0.6237197,10.455093,1
-1.1204975,10.886032,1
0.42268834,10.637137,1
-2.6657288,11.010526,1
-3.2768204,10.678511,1
-2.3979564,11.086478,1
-3.0414023,11.04863,1
-1.5665455,10.245479,1
4.3938837,-4.573569,0
3.085275,4.5737147,1
4.882819,2.9785376,3
10.889858,-1.8894938,0
9.678806,-2.4253638,0
5.09054,-3.9426446,0
4.467211,-4.5693,0
4.5007534,-4.564666,0
4.9656944,-4.428567,0
6.4763694,-2.5552948,0
7.1760254,-2.175764,0
7.908581,-1.8812227,0
3.9821029,-5.2640386,0
1.5360827,-3.1277122,0
6.571085,-5.516887,0
7.6698046,-4.7624636,0
8.401335,-3.9836512,0
7.545262,-4.7503057,0
7.805633,-4.5060725,0
3.3242154,-5.9652214,0
3.478085,-5.153003,0
0.8940976,-3.5908241,0
-2.1323366,-4.412891,0
-2.3176074,-4.593762,0
2.984715,-4.959742,0
-1.3579191,-3.8490567,0
-1.059408,-3.330184,0
-1.2240007,-3.5742595,0
-4.051637,-2.905122,0
-1.828067,-4.533347,0
-1.167057,-4.449412,0
1.6190231,-4.08423,0
-3.5780847,-0.7345026,0
-3.8874643,-0.4717253,0
-4.4412723,-2.971742,0
-4.852768,-3.4567406,0
-2.266803,-3.5091064,0
-3.6127017,-3.4829776,0
-4.549354,-3.5016608,0
-4.0266957,-3.339631,0
0.3560804,-4.377075,0
2.1528175,-4.4106774,0
2.399531,4.2372127,1
-0.261371,5.699665,1
-2.5422027,4.890439,1
-3.0533855,4.982191,1
-3.1792955,5.963367,1
-3.8512595,6.039322,1
-3.5769982,6.798342,1
-0.8813895,7.6464486,1
-1.110117,7.2637258,1
-2.544628,6.488856,1
-1.6692859,-0.2873642,1
-2.5594342,6.644494,1
-3.540135,8.41947,1
-4.003552,8.538432,1
-3.4296982,8.753557,1
-0.93297297,9.315095,1
0.08987094,8.422112,1
0.17249247,8.221722,1
-0.2360591,6.8411956,1
-2.9241066,9.472415,1
-3.2666862,9.994542,1
-3.5154023,8.686599,1
0.9546195,6.602422,1
1.1554067,7.611432,1
-1.305225,9.404101,1
-0.84808034,7.5062203,1
-1.9005919,7.9533086,1
-3.1029744,9.989637,1
-0.3847257,10.481372,1
-0.3918709,9.249166,1
-1.6794213,9.001451,1
-0.41944578,7.8179536,1
-0.48526877,10.198662,1
-1.9675299,10.967555,1
0.8869279,9.677213,1
1.0803525,9.843254,1
-0.21893625,10.056912,1
0.88521415,9.834199,1
2.0562425,9.519401,1
1.0258507,9.779875,1
-0.41271392,10.247315,1
0.5282862,8.361336,1
0.99228114,9.1783495,1
1.0190896,9.510245,1
0.25684085,10.071638,1
-1.5754226,11.047534,1
0.017804192,10.143604,1
-1.4772525,10.664929,1
-2.4220514,10.697464,1
-1.1336737,8.702429,1
0.66130555,7.94378,1
1.0322917,8.067322,1
4.097936,7.305011,1
3.6273055,8.547454,1
3.3272252,7.4579854,1
1.4570483,9.382087,1
0.10383412,10.29723,1
2.054053,8.984876,1
0.7413503,9.7285595,1
0.7531231,10.203446,1
1.7754964,9.833789,1
2.7099288,9.158054,1
-0.24573793,10.342665,1
0.13039285,9.861764,1
0.012651808,10.0772505,1
-1.7523088,10.058079,1
-0.24542269,9.311946,1
5.0130954,6.749199,1
3.8981228,8.153881,1
0.19561535,10.198247,1
-2.048209,10.367666,1
-0.33528882,10.086884,1
-2.914943,9.581798,1
-3.4890554,9.492141,1
-1.722369,9.641341,1
-1.4780172,7.714127,1
0.50646406,9.4836645,1
-2.5176134,9.864202,1
-1.033069,9.063782,1
-1.0158867,8.817085,1
-1.432003,8.970832,1
-1.3904729,8.689785,1
-0.2115891,8.622386,1
-0.7122873,9.044188,1
-2.6877239,9.639239,1
-2.942438,9.563728,1
-2.4866266,9.057854,1
-2.9189172,9.382338,1
-1.2158567,7.5010843,1
-2.0472193,7.729501,1
-1.1980498,10.158741,1
-1.4772018,8.52088,1
-2.220994,7.5854635,1
-2.8363755,8.198915,1
-3.0161037,8.871044,1
-2.9612274,8.778303,1
-2.552347,10.441228,1
-1.7229086,10.880427,1
-0.9302305,10.059054,1
-2.6591432,10.564576,1
-2.5644462,10.473183,1
-2.4563622,9.808871,1
-3.8444183,10.278496,1
-3.3507738,10.240337,1
-2.6537151,9.989099,1
-2.564392,10.551844,1
-2.3845983,10.693692,1
-1.8398926,10.9046335,1
-2.1514897,10.873691,1
-2.0064886,11.0013895,1
-2.5530126,10.937462,1
-2.3565094,10.020039,1
-2.0154755,11.107866,1
-0.9532815,10.907743,1
-2.1380026,10.852583,1
-3.2559903,10.123751,1
-2.7890503,9.511965,1
-1.5007493,10.080728,1
2.2559915,8.214252,1
2.2480154,8.152378,1
8.981523,2.6230974,3
8.026417,3.16216,3
4.952812,4.0698404,3
4.981798,3.9641726,3
6.2437873,3.317802,3
7.986921,2.7548234,3
5.4955735,3.9189637,3
7.30824,1.7656358,3
8.363152,2.7773077,3
7.727495,2.3367767,3
5.83693,3.5386329,3
6.36741,3.5207145,3
6.093321,3.6015303,3
5.516433,3.763448,3
6.861474,3.4637718,3
4.244874,4.4800186,3
-2.1591032,5.330909,1
3.7211657,3.7691948,3
5.3629785,2.8732734,3
4.421314,1.9955155,3
5.5139394,3.854835,3
8.769442,2.1245124,3
6.618917,3.1606085,3
6.951668,2.2755086,3
4.341657,1.4068925,3
4.928351,0.057308927,3
2.2573657,0.86178184,1
-1.6198093,1.7146945,1
4.0326104,1.3627753,3
7.3055778,3.8069735,3
5.49065,4.2159386,3
8.521073,2.9236956,3
8.079111,3.8759103,3
8.1855755,3.5171988,3
9.078281,3.030223,3
7.988874,3.4960706,3
4.5751605,3.631861,3
8.179345,2.30322,3
8.199117,3.421833,3
7.809027,4.25421,3
6.7211857,4.645623,3
7.9404635,4.246311,3
5.7706833,3.8346994,3
3.2668085,2.1513853,3
2.5871572,2.1904218,1
-0.0329886,1.7525449,1
4.306087,2.932296,3
6.060714,2.5144386,3
1.762472,1.4982636,1
1.0592142,0.46710342,1
0.8544976,-0.26559594,1
0.8633697,0.7182741,1
-0.64972126,1.5263646,1
0.27506524,1.5182562,1
1.2126085,1.0076078,1
2.983395,2.3372972,1
3.7436755,3.5562558,3
3.8053486,3.6929412,3
2.05063,2.8694239,1
0.4261387,2.0809767,1
-2.3500981,4.0821743,1
-2.6740448,4.5553946,1
0.10590382,1.5072697,1
-0.62130356,4.702625,1
-4.033088,7.030633,1
-4.287353,6.2016997,1
-5.7782135,4.08711,1
-6.5146227,3.1929834,4
-6.4897876,2.4150019,4
-7.1210446,1.3699455,4
-6.697796,2.6553774,4
-4.368344,4.64098,1
-2.0906117,3.1908698,1
-4.519983,4.5387993,1
-5.7058654,4.6622963,1
-5.62978,4.727569,1
-5.617985,4.9344583,1
-5.4741416,4.8865733,1
-5.721899,4.5497723,1
-5.84277,4.309086,1
6.2830887,2.811673,3
6.138161,2.9354093,3
1.9221548,6.023059,1
0.84854424,7.6254654,1
1.143662,6.9187,1
0.69208074,7.452533,1
0.61051583,7.7639503,1
0.71165365,7.457394,1
5.456729,4.3426814,3
0.7236242,7.6387844,1
0.36207607,7.8974123,1
0.59884435,8.023617,1
0.64042157,7.9062853,1
0.592259,7.7156577,1
-0.15290073,9.313166,1
-0.21976535,10.419987,1
-2.4865742,10.2401,1
-1.9254593,10.642394,1
-1.3340607,10.665266,1
-0.2661144,10.377807,1
-2.7603695,10.0919,1
-3.50673,10.923995,1
-4.42598,10.875944,1
-3.569038,10.901965,1
-4.275861,10.955149,1
-4.390777,10.81686,1
-3.949452,10.846946,1
-3.6977944,10.91235,1
-3.1955566,10.665545,1
-2.616263,10.349665,1
-3.3036633,11.0058975,1
-3.4059064,11.037771,1
-3.5468519,10.8228035,1
-3.2762153,11.049293,1
-3.2023253,11.144003,1
-2.5508573,10.491177,1
-1.022126,8.529974,1
0.78130114,6.2394586,1
3.6513877,7.722086,1
3.0794683,7.6337605,1
2.0282562,7.9624143,1
2.2945938,7.6738415,1
-1.4680266,10.369171,1
-1.5139633,10.827219,1
-1.8164487,10.749209,1
-2.2604966,11.186395,1
-0.5981306,10.520247,1
-0.45846534,10.313299,1
1.5704383,8.431358,1
1.3452227,9.857565,1
1.3430779,9.9960165,1
3.04836,8.768123,1
3.744701,7.9480753,1
5.1166425,6.54379,1
3.9485304,7.6045985,1
3.657465,7.786036,1
1.4009323,8.484414,1
3.1398995,8.082685,1
4.923248,6.325204,3
5.4595127,5.856727,3
5.1415563,6.36654,3
5.0820856,6.601704,1
3.8913858,7.3862066,1
5.2212296,6.6351466,1
4.9674807,7.036853,1
4.2563715,7.034882,1
4.014097,7.5149374,1
4.5505075,6.9588227,1
3.2538025,8.623823,1
0.9590376,9.453476,1
0.21408024,9.924677,1
0.53935194,8.666904,1
-0.8605598,8.738599,1
0.5187989,8.079458,1
0.9006003,8.708109,1
-0.18119885,10.275022,1
1.0622177,9.62269,1
-0.3920769,10.206956,1
-1.3488437,8.7289095,1
-0.6638806,8.336479,1
-2.2262068,10.865507,1
1.2137916,8.269069,1
2.1027255,9.010184,1
-1.5099566,10.597988,1
-2.0104334,9.769521,1
-2.3661778,10.813022,1
-1.7192034,9.531862,1
-3.03922,10.717554,1
-2.2856395,10.847803,1
-3.6236317,9.8627825,1
-3.7002926,10.301376,1
-3.6939495,10.148853,1
-3.6173408,9.188729,1
-3.8382015,10.107388,1
-3.6874611,9.979417,1
-2.993491,10.843683,1
-3.434202,8.751868,1
-2.424252,10.678755,1
-3.8215992,8.872589,1
-3.7171268,8.477568,1
-2.317727,5.7401276,1
-3.7787678,9.402964,1
-2.2928922,6.519899,1
-3.0798352,6.680988,1
-2.9092298,5.9128013,1
-2.5149493,7.545951,1
-3.4228542,8.009965,1
-4.159516,8.188009,1
-2.884025,7.365571,1
-2.5926733,7.721724,1
-2.9999835,7.3004675,1
-2.2074766,7.1769056,1
0.8081252,4.6278925,1
-0.58851177,5.15093,1
-3.7907715,8.188576,1
-2.3205109,6.04534,1
-0.7820676,5.2100234,1
0.0029135551,4.9863205,1
-0.11831902,4.8123055,1
-0.06342778,2.0225382,1
-1.3834137,-2.1669414,0
-5.4640207,-2.8675668,0
-5.026087,-3.9987798,0
0.7290709,-3.0280807,0
9.578569,1.0738506,3
1.1317514,-2.4409087,0
-2.2944794,-4.2647705,0
-0.6096205,-5.5375695,0
-2.4181268,-4.9797196,0
-1.1123478,-5.088001,0
-2.3364632,-4.241601,0
-1.7139469,-4.2699575,0
0.60881793,-3.257,0
2.2802255,-2.1303282,0
1.8619195,-3.5102913,0
-0.429209,-4.81829,0
0.78378326,-3.657602,0
4.0738506,-2.877274,0
2.6066587,-2.0099607,0
9.126489,-2.5380394,0
5.126599,-2.870605,0
2.6455748,-3.5183082,0
-1.7005609,-4.556492,0
-1.2100489,-4.403709,0
7.185554,-2.3615363,0
10.32321,-1.9261271,0
11.0704155,-1.224077,0
11.118234,1.5503527,3
10.742856,2.479501,3
9.401701,2.4644523,3
9.708033,2.981586,3
10.506881,1.1281881,3
10.662637,2.4807296,3
9.915668,2.1747072,3
10.121478,2.2762907,3
10.712043,2.9819233,3
10.422355,3.0506766,3
9.865041,3.292457,3
10.135532,3.1079438,3
9.847427,2.6923618,3
5.520846,1.3485699,3
2.2111182,1.6076134,1
-0.56959695,2.4035387,1
-0.78206605,2.8837488,1
-1.1095245,3.567406,1
0.94407463,1.9705712,1
-1.408577,3.0910356,1
0.4518806,2.3394673,1
-0.10229168,3.2217097,1
-1.4649999,4.477622,1
1.562898,-4.5384545,0
-0.9093841,2.8961453,1
-0.6920718,2.5674553,1
-0.76455146,2.7290807,1
-0.8163069,2.8956337,1
-0.9883511,3.156231,1
-0.9288563,2.976606,1
-0.6171708,2.9790044,1
-1.0628071,3.3307364,1
-1.1448915,3.5013509,1
-0.93955237,3.4985294,1
2.0979795,4.9100466,1
-0.7420459,3.2371166,1
-0.88770354,3.1514583,1
-0.69668245,3.1115687,1
1.7875108,-0.6422307,1
0.7117729,4.0511446,1
1.2198907,-0.34179625,1
1.8096989,-0.40069193,1
-0.17899919,-3.4003212,0
-0.8241263,-2.5863998,0
1.4370424,0.025183804,1
1.6827806,0.21955594,1
1.2901702,0.829709,1
2.4542153,1.7411817,1
2.5385883,1.640135,1
1.2964916,4.895634,1
2.6276386,1.4002943,1
-0.6941563,3.0223477,1
-2.338165,5.765839,1
-3.4754581,-3.8224058,0
-2.7490218,-5.326789,0
-3.7140512,-5.663839,0
-3.0855286,-5.5811005,0
1.0723082,-5.0838737,0
-3.0138745,-5.836418,0
-5.951351,-5.653033,0
-6.7781096,-6.037045,0
-8.159736,-6.4671264,0
-6.6351895,-5.6006217,0
-7.5080953,-5.9544406,0
-7.7379813,-6.1806464,0
-8.02745,-6.4553623,0
-8.197875,-6.622058,0
-9.392941,-6.379498,0
-8.348242,-6.505641,0
-8.303903,-6.5032277,0
-8.456565,-6.41561,0
-7.482622,-6.1391187,0
-7.89946,-6.393839,0
-7.2834463,-6.616296,0
-8.566308,-6.2969394,0
-8.664172,-6.606264,0
-8.078528,-5.955307,0
-8.252905,-6.269695,0
-8.704807,-6.6085577,0
-7.6291256,-6.0693874,0
-8.405885,-6.3013573,0
-7.8951783,-6.021038,0
-8.721142,-6.4587345,0
-8.280208,-6.184629,0
-8.4577465,-6.2709064,0
-8.340617,-6.1397233,0
0.6413389,-8.49022,0
2.0470111,-8.416225,0
-0.37018386,-8.911735,0
-4.245606,-7.1764483,0
-7.5451136,-6.358922,0
-8.20889,-5.649981,0
-7.4204354,-6.2751994,0
-6.929451,-6.371513,0
-4.261881,7.261609,1
-3.5380855,-6.2452874,0
-3.2212334,-6.567502,0
-2.6899667,-7.6776137,0
-4.657653,7.427693,1
-2.9593556,-7.9719286,0
0.3732575,-8.48653,0
-3.4877822,-6.744218,0
-3.0938628,-5.928268,0
-3.2806644,-5.6972885,0
-3.0569692,-4.8001,0
-3.1311238,-6.0848684,0
-1.8009402,-8.860429,0
-1.1362095,-9.575734,0
-0.9287383,-9.409463,0
-4.1800976,-7.5911894,0
-1.0258205,-8.615364,0
-1.6541659,-8.336933,0
-2.6964574,-8.099042,0
-1.673357,-8.078793,0
-7.1145797,-5.9078484,0
-6.7595634,-6.1134872,0
-4.1808147,-4.016574,0
-2.7343407,2.8370855,1
-5.498103,1.5386586,4
-5.2932076,1.4052142,4
-6.6815767,0.44367987,4
-6.988829,0.56929696,4
-7.1792574,0.750205,4
-4.158154,2.8425436,1
-4.25303,1.4973444,1
-5.0681906,0.9421873,4
-4.943967,0.9079281,4
-3.1679115,2.4759848,1
-2.7378333,3.5195696,1
-2.8776367,4.683317,1
-3.3945467,4.300016,1
-3.494641,5.173802,1
-2.16356,4.598736,1
-4.46696,5.720452,1
-2.7481189,4.7892632,1
-2.7829304,3.744298,1
-4.924582,0.5264672,4
-4.954575,0.16424727,4
-6.2172456,-1.5777752,0
-5.2759104,0.6612139,4
6.749065,-0.89569366,0
10.843567,-2.0640502,0
8.961412,-3.0622573,0
7.829556,-4.7109385,0
8.589857,-4.2267947,0
7.1908135,-3.51171,0
5.034327,-4.5016217,0
6.430577,-3.949425,0
5.227196,-4.1362643,0
6.5077224,-3.7073753,0
4.521158,-3.618878,0
1.3994546,-2.506032,0
1.5709035,-1.2106609,0
1.789594,-0.8357288,0
1.6933249,-0.8895933,0
0.98277515,-1.9393843,0
2.7948349,-4.011795,0
7.273587,-1.229473,0
5.407393,-0.55567116,0
4.8412156,-1.9546506,0
4.1023884,-1.4359291,0
4.0852723,-1.0371032,0
2.12841,-0.23029691,1
-2.4840868,-2.5125573,0
-2.191028,0.6924585,1
-1.2212231,0.7438535,1
4.122522,1.910436,3
0.95012146,1.5699464,1
7.8206186,3.0460443,3
5.758177,4.5512576,3
-2.5677798,2.092766,1
5.3552465,3.4271877,3
8.011487,4.690751,3
8.018129,4.1722136,3
6.9786468,4.908394,3
5.5478,4.2408524,3
